codigo;descripcion;numero;insumo;cantidad;unidad
BBB182;ADICIONAL 5 2DAS;5;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;7;MOLIBOR - FR1 (MO) soluble en HCI;0,5;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB182;ADICIONAL 5 2DAS;11;ROOT FEE - Nitrógeno (N);7;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;9;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);40;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;10;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB182 PH;ADICIONAL 5 2DAS;1;TIMOREX GOLD 23.8 EC;2;LITRO
BBB183;ADICIONAL 6 2DAS;12;AGUA;3000;LITRO
BBB183;ADICIONAL 6 2DAS;10;AMISOL MICRO BORO;5;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;1;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;2;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;3;FYLLOTON  # ICA (7760);1;LITRO
BBB183;ADICIONAL 6 2DAS;4;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);1;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;5;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;6;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB183;ADICIONAL 6 2DAS;11;ROHIFORTA;2;LITRO
BBB183;ADICIONAL 6 2DAS;9;ROOT FEE - Nitrógeno (N);10;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;7;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB183;ADICIONAL 6 2DAS;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB184;INDUCCION 1 2DAS;5;AGUA;6000;LITRO
BBB184;INDUCCION 1 2DAS;3;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);2;LITRO
BBB184;INDUCCION 1 2DAS;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB184;INDUCCION 1 2DAS;1;PENTAHIDRATADO (BOROSOLUBLE EN AGUA 15.3% + PH EN SOLUCION AL 10%  9.01+SOLUBILIDAD 20°C4.37G/MIL+CONDUCTIVIDAD ELECTRICA1/100. 4.4ds/m # ICA (9339) BORAX;3;KILOGRAMO
BBB184;INDUCCION 1 2DAS;2;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);30;KILOGRAMO
BBB185;INDUCCION 2 2DAS;5;AGUA;6000;LITRO
BBB185;INDUCCION 2 2DAS;3;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);2;LITRO
BBB185;INDUCCION 2 2DAS;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB185;INDUCCION 2 2DAS;1;PENTAHIDRATADO (BOROSOLUBLE EN AGUA 15.3% + PH EN SOLUCION AL 10%  9.01+SOLUBILIDAD 20°C4.37G/MIL+CONDUCTIVIDAD ELECTRICA1/100. 4.4ds/m # ICA (9339) BORAX;3;KILOGRAMO
BBB185;INDUCCION 2 2DAS;2;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);30;KILOGRAMO
BBB186;POST-FORZA 1 2DAS;10;AGUA;4000;LITRO
BBB186;POST-FORZA 1 2DAS;1;AMISOL MICRO BORO;10;KILOGRAMO
BBB186;POST-FORZA 1 2DAS;9;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB186;POST-FORZA 1 2DAS;2;"ATP UP-NITROGENO TOTAL (N) ;FOSFORO ASIMILABLE;CARBONO ORGÁNICO OXIDABLE TOTAL";2;LITRO
BBB186;POST-FORZA 1 2DAS;3;CALVIT C- CALCIO SOLUBLE EN AGUA (CaO) # ICA (2567);18;LITRO
BBB186;POST-FORZA 1 2DAS;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);20;KILOGRAMO
BBB186;POST-FORZA 1 2DAS;5;KELLUS MIX PIÑA - SC25;0,30000001;KILOGRAMO
BBB186;POST-FORZA 1 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB186;POST-FORZA 1 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB186;POST-FORZA 1 2DAS;8;ROHIFORTA;2;LITRO
BBB188;PROTECTOR SOLAR 1 2DAS;2;AGUA;2000;LITRO
BBB188;PROTECTOR SOLAR 1 2DAS;1;CRENTO PROTECTOR SOLAR;30;KILOGRAMO
BBB191;PROTECTOR SOLAR 2 2DAS;5;AGUA;2000;LITRO
BBB191;PROTECTOR SOLAR 2 2DAS;4;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB191;PROTECTOR SOLAR 2 2DAS;1;CRENTO PROTECTOR SOLAR;30;KILOGRAMO
BBB191;PROTECTOR SOLAR 2 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB191;PROTECTOR SOLAR 2 2DAS;2;POTABON K (Jabon Potásico);10;LITRO
BBB195;PROTECTOR SOLAR 3 2DAS;5;AGUA;2000;LITRO
BBB195;PROTECTOR SOLAR 3 2DAS;4;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB195;PROTECTOR SOLAR 3 2DAS;1;CRENTO PROTECTOR SOLAR;30;KILOGRAMO
BBB195;PROTECTOR SOLAR 3 2DAS;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB195;PROTECTOR SOLAR 3 2DAS;3;POTABON K (Jabon Potásico);10;LITRO
BBB199;PROTECTOR SOLAR 4 2DAS;2;AGUA;2000;LITRO
BBB199;PROTECTOR SOLAR 4 2DAS;1;CRENTO PROTECTOR SOLAR;30;KILOGRAMO
BBB202;MEJORADOR 2DAS;2;AGROTIN;0,5;LITRO
BBB202;MEJORADOR 2DAS;3;AGUA;4000;LITRO
BBB202;MEJORADOR 2DAS;1;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);0,5;LITRO
BBB203;MADURACION ESPECIAL PRIMER PASE 2DAS;3;ACIDO FOSFORICO AL 85%;1;KILOGRAMO
BBB203;MADURACION ESPECIAL PRIMER PASE 2DAS;1;AGROTIN;2;LITRO
BBB203;MADURACION ESPECIAL PRIMER PASE 2DAS;4;AGUA;4000;LITRO
BBB203;MADURACION ESPECIAL PRIMER PASE 2DAS;2;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);2;LITRO
BBB204;MADURACION ESPECIAL SEGUNDO PASE 2DAS;3;ACIDO FOSFORICO AL 85%;1;KILOGRAMO
BBB204;MADURACION ESPECIAL SEGUNDO PASE 2DAS;1;AGROTIN;2;LITRO
BBB204;MADURACION ESPECIAL SEGUNDO PASE 2DAS;4;AGUA;4000;LITRO
BBB204;MADURACION ESPECIAL SEGUNDO PASE 2DAS;2;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);2;LITRO
BBB205;PROTECCION CONTROL COCHINILLA 2DAS;2;AGUA;4000;LITRO
BBB205;PROTECCION CONTROL COCHINILLA 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB205 PH;PROTECCION CONTROL COCHINILLA 2DAS;1;METHOX 216 SL;3;LITRO
BBB206;PROTECCION CONTROL ERWINIA 2DAS;4;AGUA;3000;LITRO
BBB206;PROTECCION CONTROL ERWINIA 2DAS;3;AMONIO CUATERNARIO;10;GALON
BBB206;PROTECCION CONTROL ERWINIA 2DAS;2;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);4;LITRO
BBB206;PROTECCION CONTROL ERWINIA 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB208;ADICIONAL EXTRA 6 2DAS;12;AGUA;3000;LITRO
BBB208;ADICIONAL EXTRA 6 2DAS;7;AMISOL MICRO BORO;5;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;10;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;9;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;2;FYLLOTON  # ICA (7760);1;LITRO
BBB208;ADICIONAL EXTRA 6 2DAS;1;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);1;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;5;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB208;ADICIONAL EXTRA 6 2DAS;4;ROHIFORTA;2;LITRO
BBB208;ADICIONAL EXTRA 6 2DAS;8;ROOT FEE - Nitrógeno (N);10;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;11;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB208;ADICIONAL EXTRA 6 2DAS;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB209;INSECTICIDA POST-FORZA 1 2DAS;5;AGUA;4000;LITRO
BBB209;INSECTICIDA POST-FORZA 1 2DAS;4;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB209;INSECTICIDA POST-FORZA 1 2DAS;2;LARIHMA (LAMBDA CYHALOTRINA);2;LITRO
BBB209;INSECTICIDA POST-FORZA 1 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB209;INSECTICIDA POST-FORZA 1 2DAS;3;POTABON K (Jabon Potásico);6;LITRO
BBB210;POST-FORZA 2 2DAS;14;AGUA;4000;LITRO
BBB210;POST-FORZA 2 2DAS;1;AMISOL MICRO BORO;10;KILOGRAMO
BBB210;POST-FORZA 2 2DAS;13;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB210;POST-FORZA 2 2DAS;5;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);20;KILOGRAMO
BBB210;POST-FORZA 2 2DAS;2;CORMORAN (ACETAMIPRID 80 G/L NOVALURON 100 G/L;2;LITRO
BBB210;POST-FORZA 2 2DAS;6;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;30;KILOGRAMO
BBB210;POST-FORZA 2 2DAS;7;KELLUS MIX PIÑA - SC25;0,30000001;KILOGRAMO
BBB210;POST-FORZA 2 2DAS;8;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB210;POST-FORZA 2 2DAS;9;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB210;POST-FORZA 2 2DAS;3;PHYTOSOAP;2;LITRO
BBB210;POST-FORZA 2 2DAS;4;POTABON K (Jabon Potásico);6;LITRO
BBB210;POST-FORZA 2 2DAS;10;RADIGROW-NITROGENO TOTAL( N)...14,00g/LFÓSFORO TOTAL(P205)...14,07g/L POTASIO TOTAL 20)...12,00g/LCARBONO ORGANICO OXIDABLE TOTAL ...50,83g/L;1,5;LITRO
BBB210;POST-FORZA 2 2DAS;11;ROHIFORTA;2;LITRO
BBB210;POST-FORZA 2 2DAS;12;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB210 PH;POST-FORZA 2 2DAS;1;IMIDACLOPRID;3;LITRO
BBB210 PH;POST-FORZA 2 2DAS;2;TIMOREX GOLD 23.8 EC;5;LITRO
BBB211;POST-FORZA 3 2DAS;11;AGUA;4000;LITRO
BBB211;POST-FORZA 3 2DAS;4;AMISOL MICRO BORO;10;KILOGRAMO
BBB211;POST-FORZA 3 2DAS;10;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB211;POST-FORZA 3 2DAS;5;CALVIT C- CALCIO SOLUBLE EN AGUA (CaO) # ICA (2567);16;LITRO
BBB211;POST-FORZA 3 2DAS;9;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB211;POST-FORZA 3 2DAS;7;KELLUS MIX PIÑA - SC25;0,5;KILOGRAMO
BBB211;POST-FORZA 3 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB211;POST-FORZA 3 2DAS;1;LARIHMA (LAMBDA CYHALOTRINA);1,5;LITRO
BBB211;POST-FORZA 3 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB211;POST-FORZA 3 2DAS;2;POTABON K (Jabon Potásico);6;LITRO
BBB211;POST-FORZA 3 2DAS;12;ROHIFORTA;2;LITRO
BBB211;POST-FORZA 3 2DAS;3;SEVIN - (carbarilo);3;LITRO
BBB211 PH;POST-FORZA 3 2DAS;1;DIPEL SE;2;LITRO
BBB211 PH;POST-FORZA 3 2DAS;2;MIRAGE (PROCLORAZ ING-ACTIVO);2,5;LITRO
BBB212;POST-FORZA 4 2DAS;1;ACCARO 100EW;1;UNIDAD
BBB212;POST-FORZA 4 2DAS;11;AGUA;4000;LITRO
BBB212;POST-FORZA 4 2DAS;9;AMISOL MICRO BORO;10;KILOGRAMO
BBB212;POST-FORZA 4 2DAS;10;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB212;POST-FORZA 4 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB212;POST-FORZA 4 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;30;KILOGRAMO
BBB212;POST-FORZA 4 2DAS;6;KELLUS MIX PIÑA - SC25;0,5;KILOGRAMO
BBB212;POST-FORZA 4 2DAS;5;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB212;POST-FORZA 4 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB212;POST-FORZA 4 2DAS;2;POTABON K (Jabon Potásico);6;LITRO
BBB212;POST-FORZA 4 2DAS;8;RADIGROW-NITROGENO TOTAL( N)...14,00g/LFÓSFORO TOTAL(P205)...14,07g/L POTASIO TOTAL 20)...12,00g/LCARBONO ORGANICO OXIDABLE TOTAL ...50,83g/L;1,5;LITRO
BBB212;POST-FORZA 4 2DAS;12;ROHIFORTA;2;LITRO
BBB212 PH;POST-FORZA 4 2DAS;1;DIPEL SE;2;LITRO
BBB212 PH;POST-FORZA 4 2DAS;2;TIMOREX GOLD 23.8 EC;2;LITRO
BBB213;POST-FORZA 5 2DAS;14;AGUA;4000;LITRO
BBB213;POST-FORZA 5 2DAS;3;AMISOL MICRO BORO;10;KILOGRAMO
BBB213;POST-FORZA 5 2DAS;13;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB213;POST-FORZA 5 2DAS;4;ASCHO SECHA (POTASIO TOTAL K20) soluble en agua 19% - Nitrógeno (N) orgánico 1% - Betaínas 0,2% - Manitol 4% - Carbono orgánico oxidable total 24,7%) # ICA (6691);2;UNIDAD
BBB213;POST-FORZA 5 2DAS;5;"ATP UP-NITROGENO TOTAL (N) ;FOSFORO ASIMILABLE;CARBONO ORGÁNICO OXIDABLE TOTAL";2;LITRO
BBB213;POST-FORZA 5 2DAS;6;CALVIT C- CALCIO SOLUBLE EN AGUA (CaO) # ICA (2567);16;LITRO
BBB213;POST-FORZA 5 2DAS;7;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);30;KILOGRAMO
BBB213;POST-FORZA 5 2DAS;8;KELLUS MIX PIÑA - SC25;0,5;KILOGRAMO
BBB213;POST-FORZA 5 2DAS;9;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB213;POST-FORZA 5 2DAS;10;KENDAL - Nitrogeno organico 4.6% oxido de potasio (k20) soluble en agua 20.0%  materia organica total 10.6%.;1;LITRO
BBB213;POST-FORZA 5 2DAS;11;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB213;POST-FORZA 5 2DAS;1;POTABON K (Jabon Potásico);6;LITRO
BBB213;POST-FORZA 5 2DAS;12;ROHIFORTA;2;LITRO
BBB213;POST-FORZA 5 2DAS;2;SEVIN - (carbarilo);3;LITRO
BBB213 PH;POST-FORZA 5 2DAS;1;DIPEL SE;2;LITRO
BBB216;INSECTICIDA POST-FORZA 3 2DAS;2;AGUA;4000;LITRO
BBB216;INSECTICIDA POST-FORZA 3 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB216;INSECTICIDA POST-FORZA 3 2DAS;1;PHYTOSOAP;2;LITRO
BBB216 PH;INSECTICIDA POST-FORZA 3 2DAS;1;ALISIN (Extracto de Ají 100 g/litro - Extracto de Ajo 100 g/litro);4;LITRO
BBB217;INSECTICIDA POST-FORZA 4 2DAS;2;AGUA;4000;LITRO
BBB217;INSECTICIDA POST-FORZA 4 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB217;INSECTICIDA POST-FORZA 4 2DAS;1;POTABON K (Jabon Potásico);6;LITRO
BBB217 PH;INSECTICIDA POST-FORZA 4 2DAS;1;ALISIN (Extracto de Ají 100 g/litro - Extracto de Ajo 100 g/litro);4;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;2;ACCARO 100EW;1;UNIDAD
BBB233;POST-FORZA 6 Y AG3 2DAS;1;AGUA;4000;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;4;AMISOL 13-3-44 # ICA (10820);30;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;3;AMISOL MICRO BORO;13;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;14;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;5;ASCHO SECHA (POTASIO TOTAL K20) soluble en agua 19% - Nitrógeno (N) orgánico 1% - Betaínas 0,2% - Manitol 4% - Carbono orgánico oxidable total 24,7%) # ICA (6691);3;UNIDAD
BBB233;POST-FORZA 6 Y AG3 2DAS;6;CRENTO PROTECTOR SOLAR;20;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;7;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;39;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;8;KELLUS MIX PIÑA - SC25;0,69999999;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;9;KELLUS ZINC (ZN 14%) # ICA (9650);3;KILOGRAMO
BBB233;POST-FORZA 6 Y AG3 2DAS;10;KENDAL - Nitrogeno organico 4.6% oxido de potasio (k20) soluble en agua 20.0%  materia organica total 10.6%.;1;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;11;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;13;POTABON K (Jabon Potásico);6;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;12;ROHIFORTA;2;LITRO
BBB233;POST-FORZA 6 Y AG3 2DAS;15;RYZUP;300;GRAMO
BBB233 PH;POST-FORZA 6 Y AG3 2DAS;1;DIPEL SE;2;LITRO
BBB234;INSECTICIDA POST-FORZA Y AG3 2 2DAS;2;ACCARO 100EW;1;UNIDAD
BBB234;INSECTICIDA POST-FORZA Y AG3 2 2DAS;1;AGUA;4000;LITRO
BBB234;INSECTICIDA POST-FORZA Y AG3 2 2DAS;4;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB234;INSECTICIDA POST-FORZA Y AG3 2 2DAS;3;PHYTOSOAP;2;LITRO
BBB234;INSECTICIDA POST-FORZA Y AG3 2 2DAS;5;RYZUP;500;GRAMO
BBB235;ADICIONAL GIBERELINAS PRECOSECHA 2DAS;1;AGUA;2000;LITRO
BBB235;ADICIONAL GIBERELINAS PRECOSECHA 2DAS;3;ARPON (Polyether polymethyl siloxano copolymer);0,60000002;LITRO
BBB235;ADICIONAL GIBERELINAS PRECOSECHA 2DAS;2;RYZUP;500;GRAMO
CCC35;FOLIAR SEMILLERO 1;10;AGUA;2500;LITRO
CCC35;FOLIAR SEMILLERO 1;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;8;AXIOMA (Metalaxil 250 g/L) # ICA (436);0,60000002;LITRO
CCC35;FOLIAR SEMILLERO 1;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;4;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC35;FOLIAR SEMILLERO 1;9;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);20;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC35;FOLIAR SEMILLERO 1;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC35 PH;FOLIAR SEMILLERO 1;1;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
CCC36;HERBICIDA 1 SEMILLERO;4;AGUA;2000;LITRO
CCC36;HERBICIDA 1 SEMILLERO;3;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC36;HERBICIDA 1 SEMILLERO;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC36;HERBICIDA 1 SEMILLERO;2;TRILLA 80 WG (DIURON);4;LITRO
CCC36 PH;HERBICIDA 1 SEMILLERO;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC37;SEMILLERO PROTECCION 1;3;AGUA;2500;LITRO
CCC37;SEMILLERO PROTECCION 1;1;CORMORAN (ACETAMIPRID 80 G/L NOVALURON 100 G/L;2;LITRO
CCC37;SEMILLERO PROTECCION 1;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC37;SEMILLERO PROTECCION 1;4;ROHIFORTA;2;LITRO
CCC38;FOLIAR SEMILLERO 2;9;AGUA;2500;LITRO
CCC38;FOLIAR SEMILLERO 2;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;2;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;5;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;6;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC38;FOLIAR SEMILLERO 2;7;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC38;FOLIAR SEMILLERO 2;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC38 PH;FOLIAR SEMILLERO 2;1;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);1;LITRO
CCC39;HERBICIDA SEMILLERO 2;4;AGUA;2000;LITRO
CCC39;HERBICIDA SEMILLERO 2;3;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC39;HERBICIDA SEMILLERO 2;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC39;HERBICIDA SEMILLERO 2;2;TRILLA 80 WG (DIURON);4;LITRO
CCC39 PH;HERBICIDA SEMILLERO 2;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC40;FOLIAR SEMILLERO 3;6;AGUA;2500;LITRO
CCC40;FOLIAR SEMILLERO 3;1;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
CCC40;FOLIAR SEMILLERO 3;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC40;FOLIAR SEMILLERO 3;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC40;FOLIAR SEMILLERO 3;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC40;FOLIAR SEMILLERO 3;5;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC41;SEMILLERO PROTECCION 2;3;AGUA;2500;LITRO
CCC41;SEMILLERO PROTECCION 2;2;EREDAMIX Tiametoxam + Lamda Cihanotrina;2;KILOGRAMO
CCC41;SEMILLERO PROTECCION 2;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC41;SEMILLERO PROTECCION 2;4;ROHIFORTA;2;LITRO
CCC42;FOLIAR SEMILLERO 4;10;AGUA;2500;LITRO
